seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr2	945825	945838	14	*	X089774	54221	946554	1371384	424831	+	715	upstream	715	SNTG2
chr2	945962	945989	28	*	X089775	54221	946554	1371384	424831	+	564	upstream	564	SNTG2
chr2	946080	946101	22	*	X089776	54221	946554	1371384	424831	+	452	upstream	452	SNTG2
chr2	1377435	1377554	120	*	X089823	7173	1377995	1546499	168505	+	440	upstream	440	TPO
chr2	3703566	3703820	255	*	X090361	55821	3705786	3750260	44475	+	1965	upstream	1965	ALLC
chr2	8117439	8117457	19	*	X090452	339788	8062556	8116977	54422	-	461	upstream	461	LINC00298
chr2	8470243	8470543	301	*	X090508	339789	8147901	8468549	320649	-	1693	upstream	1693	LINC00299
chr2	10219850	10220256	407	*	X090795	192668	10196926	10220538	23613	-	0	inside	281	CYS1
chr2	10220650	10220730	81	*	X090796	192668	10196926	10220538	23613	-	111	upstream	111	CYS1
chr2	10220810	10221210	401	*	X090797	192668	10196926	10220538	23613	-	271	upstream	271	CYS1
chr2	10860612	10860776	165	*	X090885	245973	10861775	10925236	63462	+	998	upstream	998	ATP6V1C2
chr2	10861017	10861286	270	*	X090886	245973	10861775	10925236	63462	+	488	upstream	488	ATP6V1C2
chr2	10861362	10861511	150	*	X090887	245973	10861775	10925236	63462	+	263	upstream	263	ATP6V1C2
chr2	10861707	10861841	135	*	X090888	245973	10861775	10925236	63462	+	0	overlapStart	0	ATP6V1C2
chr2	10861857	10861991	135	*	X090889	245973	10861775	10925236	63462	+	0	inside	81	ATP6V1C2
chr2	10977855	10978004	150	*	X090947	10130	10923517	10978103	54587	-	0	inside	98	PDIA6
chr2	10978785	10978889	105	*	X090948	10130	10923517	10978103	54587	-	681	upstream	681	PDIA6
chr2	11051611	11051775	165	*	X090987	3754	11052063	11054351	2289	+	287	upstream	287	KCNF1
chr2	11051896	11052015	120	*	X090988	3754	11052063	11054351	2289	+	47	upstream	47	KCNF1
chr2	11052239	11052320	82	*	X090989	3754	11052063	11054351	2289	+	0	inside	175	KCNF1
chr2	11271481	11271615	135	*	X091106	130813	11273179	11286916	13738	+	1563	upstream	1563	C2orf50
chr2	11673572	11673691	120	*	X091142	9687	11674242	11782912	108671	+	550	upstream	550	GREB1
chr2	11681163	11681507	345	*	X091145	100616469	11680731	11680803	73	-	359	upstream	359	MIR4429
chr2	11681523	11681672	150	*	X091146	100616469	11680731	11680803	73	-	719	upstream	719	MIR4429
chr2	11681824	11681943	120	*	X091147	100616469	11680731	11680803	73	-	1020	upstream	1020	MIR4429
chr2	11682573	11682661	89	*	X091148	100616469	11680731	11680803	73	-	1769	upstream	1769	MIR4429
chr2	11809980	11810129	150	*	X091207	23620	11798304	11810329	12026	-	0	inside	199	NTSR2
chr2	11810465	11810584	120	*	X091208	23620	11798304	11810329	12026	-	135	upstream	135	NTSR2
chr2	11816025	11816174	150	*	X091209	23175	11817705	11967533	149829	+	1530	upstream	1530	LPIN1
chr2	11816465	11816584	120	*	X091210	23175	11817705	11967533	149829	+	1120	upstream	1120	LPIN1
chr2	11817395	11817529	135	*	X091211	23175	11817705	11967533	149829	+	175	upstream	175	LPIN1
chr2	11817585	11817704	120	*	X091212	23175	11817705	11967533	149829	+	0	upstream	0	LPIN1
chr2	11817740	11817874	135	*	X091213	23175	11817705	11967533	149829	+	0	inside	34	LPIN1
chr2	11977861	11977895	35	*	X091242	100422996	11977059	11977112	54	-	748	upstream	748	MIR4262
chr2	11978180	11978494	315	*	X091243	100422996	11977059	11977112	54	-	1067	upstream	1067	MIR4262
chr2	16078842	16078961	120	*	X091418	4613	16080683	16087129	6447	+	1721	upstream	1721	MYCN
chr2	16079108	16079261	154	*	X091419	4613	16080683	16087129	6447	+	1421	upstream	1421	MYCN
chr2	16079397	16079546	150	*	X091420	4613	16080683	16087129	6447	+	1136	upstream	1136	MYCN
chr2	16080173	16080322	150	*	X091421	4613	16080683	16087129	6447	+	360	upstream	360	MYCN
chr2	16080713	16080847	135	*	X091422	4613	16080683	16087129	6447	+	0	inside	29	MYCN
chr2	16080968	16081087	120	*	X091423	4613	16080683	16087129	6447	+	0	inside	284	MYCN
chr2	16081212	16081601	390	*	X091424	10408	16080020	16081845	1826	-	0	inside	243	MYCNOS
chr2	16082015	16082152	138	*	X091425	10408	16080020	16081845	1826	-	169	upstream	169	MYCNOS
chr2	16083129	16083278	150	*	X091426	10408	16080020	16081845	1826	-	1283	upstream	1283	MYCNOS
chr2	16083282	16083476	195	*	X091427	10408	16080020	16081845	1826	-	1436	upstream	1436	MYCNOS
chr2	16083579	16083772	194	*	X091428	10408	16080020	16081845	1826	-	1733	upstream	1733	MYCNOS
chr2	16847977	16848126	150	*	X091507	81553	16730730	16847134	116405	-	842	upstream	842	CYRIA
chr2	17720685	17720819	135	*	X091520	7447	17721807	17837706	115900	+	987	upstream	987	VSNL1
chr2	17721033	17721239	207	*	X091521	7447	17721807	17837706	115900	+	567	upstream	567	VSNL1
chr2	17721498	17721647	150	*	X091522	7447	17721807	17837706	115900	+	159	upstream	159	VSNL1
chr2	17721828	17721977	150	*	X091523	7447	17721807	17837706	115900	+	0	inside	20	VSNL1
chr2	17981130	17981264	135	*	X091530	79677	17845079	17981462	136384	-	0	inside	197	SMC6
chr2	17997827	17997946	120	*	X091532	343930	17997786	17998367	582	+	0	inside	40	MSGN1
chr2	18056969	18057163	195	*	X091536	3790	18059114	18114225	55112	+	1950	upstream	1950	KCNS3
chr2	18057329	18057448	120	*	X091537	3790	18059114	18114225	55112	+	1665	upstream	1665	KCNS3
chr2	18057614	18057808	195	*	X091538	3790	18059114	18114225	55112	+	1305	upstream	1305	KCNS3
chr2	18057907	18058056	150	*	X091539	3790	18059114	18114225	55112	+	1057	upstream	1057	KCNS3
chr2	18058717	18058836	120	*	X091540	3790	18059114	18114225	55112	+	277	upstream	277	KCNS3
chr2	18058994	18059011	18	*	X091541	3790	18059114	18114225	55112	+	102	upstream	102	KCNS3
chr2	18059042	18059158	117	*	X091542	3790	18059114	18114225	55112	+	0	overlapStart	0	KCNS3
chr2	19558588	19558627	40	*	X091560	130497	19551246	19558372	7127	-	215	upstream	215	OSR1
chr2	19558742	19558876	135	*	X091561	130497	19551246	19558372	7127	-	369	upstream	369	OSR1
chr2	19558937	19559071	135	*	X091562	130497	19551246	19558372	7127	-	564	upstream	564	OSR1
chr2	19559288	19559407	120	*	X091563	130497	19551246	19558372	7127	-	915	upstream	915	OSR1
chr2	20068431	20068760	330	*	X091624	400946	20068615	20084808	16194	+	0	overlapStart	0	LINC00954
chr2	20068851	20069165	315	*	X091625	400946	20068615	20084808	16194	+	0	inside	235	LINC00954
chr2	20212263	20212268	6	*	X091629	4148	20191813	20212455	20643	-	0	inside	186	MATN3
chr2	20212545	20212785	241	*	X091630	4148	20191813	20212455	20643	-	89	upstream	89	MATN3
chr2	20425596	20425609	14	*	X091703	6382	20400558	20425194	24637	-	401	upstream	401	SDC1
chr2	20425950	20426099	150	*	X091704	6382	20400558	20425194	24637	-	755	upstream	755	SDC1
chr2	20645193	20645265	73	*	X091727	388	20646835	20649201	2367	+	1569	upstream	1569	RHOB
chr2	20865145	20865279	135	*	X091802	151449	20866424	20871250	4827	+	1144	upstream	1144	GDF7
chr2	20865515	20865649	135	*	X091803	151449	20866424	20871250	4827	+	774	upstream	774	GDF7
chr2	20866153	20866244	92	*	X091804	151449	20866424	20871250	4827	+	179	upstream	179	GDF7
chr2	21267101	21267205	105	*	X091835	338	21224301	21266945	42645	-	155	upstream	155	APOB
chr2	21267431	21267580	150	*	X091836	338	21224301	21266945	42645	-	485	upstream	485	APOB
chr2	23606329	23606568	240	*	X091861	114818	23608298	23931483	323186	+	1729	upstream	1729	KLHL29
chr2	23606833	23606958	126	*	X091862	114818	23608298	23931483	323186	+	1339	upstream	1339	KLHL29
chr2	23606990	23607274	285	*	X091863	114818	23608298	23931483	323186	+	1023	upstream	1023	KLHL29
chr2	23607770	23607799	30	*	X091864	114818	23608298	23931483	323186	+	498	upstream	498	KLHL29
chr2	25263332	25263466	135	*	X092184	22979	25264973	25382004	117032	+	1506	upstream	1506	EFR3B
chr2	25264367	25264516	150	*	X092185	22979	25264973	25382004	117032	+	456	upstream	456	EFR3B
chr2	25264727	25264759	33	*	X092186	22979	25264973	25382004	117032	+	213	upstream	213	EFR3B
chr2	25391341	25391490	150	*	X092282	5443	25383722	25391559	7838	-	0	inside	68	POMC
chr2	25391521	25391865	345	*	X092283	5443	25383722	25391559	7838	-	0	overlapStart	0	POMC
chr2	25391911	25392120	210	*	X092284	5443	25383722	25391559	7838	-	351	upstream	351	POMC
chr2	25392331	25392450	120	*	X092285	5443	25383722	25391559	7838	-	771	upstream	771	POMC
chr2	25551709	25551978	270	*	X092344	100302246	25551509	25551590	82	-	118	upstream	118	MIR1301
chr2	25552013	25552132	120	*	X092345	100302246	25551509	25551590	82	-	422	upstream	422	MIR1301
chr2	25552382	25552458	77	*	X092346	100302246	25551509	25551590	82	-	791	upstream	791	MIR1301
chr2	25553134	25553283	150	*	X092347	100302246	25551509	25551590	82	-	1543	upstream	1543	MIR1301
chr2	25553419	25553688	270	*	X092348	100302246	25551509	25551590	82	-	1828	upstream	1828	MIR1301
chr2	25565480	25565508	29	*	X092363	1788	25455830	25565459	109630	-	20	upstream	20	DNMT3A
chr2	25565869	25566048	180	*	X092364	1788	25455830	25565459	109630	-	409	upstream	409	DNMT3A
chr2	25566109	25566483	375	*	X092365	1788	25455830	25565459	109630	-	649	upstream	649	DNMT3A
chr2	25897104	25897208	105	*	X092434	1838	25600067	25896516	296450	-	587	upstream	587	DTNB
chr2	26781136	26781315	180	*	X092519	9381	26680071	26781566	101496	-	0	inside	250	OTOF
chr2	26781451	26781645	195	*	X092520	9381	26680071	26781566	101496	-	0	overlapStart	0	OTOF
chr2	26781841	26782044	204	*	X092521	9381	26680071	26781566	101496	-	274	upstream	274	OTOF
chr2	26782075	26782194	120	*	X092522	9381	26680071	26781566	101496	-	508	upstream	508	OTOF
chr2	26782426	26782545	120	*	X092523	9381	26680071	26781566	101496	-	859	upstream	859	OTOF
chr2	26783935	26784099	165	*	X092524	339778	26785481	26802397	16917	+	1381	upstream	1381	FAM166C
chr2	26784565	26784729	165	*	X092525	339778	26785481	26802397	16917	+	751	upstream	751	FAM166C
chr2	26785456	26785620	165	*	X092526	339778	26785481	26802397	16917	+	0	overlapStart	0	FAM166C
chr2	26785720	26785944	225	*	X092527	339778	26785481	26802397	16917	+	0	inside	238	FAM166C
chr2	26864010	26864132	123	*	X092600	130106	26804073	26864211	60139	-	0	inside	78	CIB4
chr2	26865333	26865482	150	*	X092601	130106	26804073	26864211	60139	-	1121	upstream	1121	CIB4
chr2	26865513	26865617	105	*	X092602	130106	26804073	26864211	60139	-	1301	upstream	1301	CIB4
chr2	26914066	26914185	120	*	X092634	3777	26915581	26954066	38486	+	1395	upstream	1395	KCNK3
chr2	26914336	26914545	210	*	X092635	3777	26915581	26954066	38486	+	1035	upstream	1035	KCNK3
chr2	26915041	26915160	120	*	X092636	3777	26915581	26954066	38486	+	420	upstream	420	KCNK3
chr2	26915176	26915201	26	*	X092637	3777	26915581	26954066	38486	+	379	upstream	379	KCNK3
chr2	26915673	26915820	148	*	X092638	3777	26915581	26954066	38486	+	0	inside	91	KCNK3
chr2	27069583	27069829	247	*	X092692	56896	27070969	27173219	102251	+	1139	upstream	1139	DPYSL5
chr2	27069883	27070017	135	*	X092693	56896	27070969	27173219	102251	+	951	upstream	951	DPYSL5
chr2	27070340	27070474	135	*	X092694	56896	27070969	27173219	102251	+	494	upstream	494	DPYSL5
chr2	27070535	27070752	218	*	X092695	56896	27070969	27173219	102251	+	216	upstream	216	DPYSL5
chr2	27070775	27071014	240	*	X092696	56896	27070969	27173219	102251	+	0	overlapStart	0	DPYSL5
chr2	27071075	27071607	533	*	X092697	56896	27070969	27173219	102251	+	0	inside	105	DPYSL5
chr2	27342403	27342420	18	*	X092757	10669	27322221	27341995	19775	-	407	upstream	407	CGREF1
chr2	27346108	27346242	135	*	X092758	84696	27346657	27353680	7024	+	414	upstream	414	ABHD1
chr2	27346498	27346504	7	*	X092759	84696	27346657	27353680	7024	+	152	upstream	152	ABHD1
chr2	27371652	27371786	135	*	X092760	150921	27371945	27375819	3875	+	158	upstream	158	TCF23
chr2	27372024	27372143	120	*	X092761	150921	27371945	27375819	3875	+	0	inside	78	TCF23
chr2	27372219	27372368	150	*	X092762	150921	27371945	27375819	3875	+	0	inside	273	TCF23
chr2	27497979	27498041	63	*	X092785	285126	27498289	27504296	6008	+	247	upstream	247	DNAJC5G
chr2	27497979	27498041	63	*	X092785	7781	27477440	27498188	20749	-	0	inside	146	SLC30A3
chr2	27498087	27498296	210	*	X092786	285126	27498289	27504296	6008	+	0	overlapStart	0	DNAJC5G
chr2	27498087	27498296	210	*	X092786	7781	27477440	27498188	20749	-	0	overlapStart	0	SLC30A3
chr2	27498492	27498501	10	*	X092787	285126	27498289	27504296	6008	+	0	inside	202	DNAJC5G
chr2	27498492	27498501	10	*	X092787	7781	27477440	27498188	20749	-	303	upstream	303	SLC30A3
chr2	28613595	28613729	135	*	X092810	2355	28615669	28639445	23777	+	1939	upstream	1939	FOSL2
chr2	28613818	28613937	120	*	X092811	2355	28615669	28639445	23777	+	1731	upstream	1731	FOSL2
chr2	29204259	29204378	120	*	X092943	165186	29204164	29275096	70933	+	0	inside	94	TOGARAM2
chr2	29204454	29204573	120	*	X092944	165186	29204164	29275096	70933	+	0	inside	289	TOGARAM2
chr2	30144211	30144243	33	*	X093120	238	29415640	30144477	728838	-	0	inside	233	ALK
chr2	31031996	31032115	120	*	X093275	92291	30945638	31030311	84674	-	1684	upstream	1684	CAPN13
chr2	31454868	31454912	45	*	X093341	30845	31456880	31491260	34381	+	1967	upstream	1967	EHD3
chr2	31457118	31457237	120	*	X093342	30845	31456880	31491260	34381	+	0	inside	237	EHD3
chr2	31457118	31457237	120	*	X093342	440854	31395922	31456724	60803	-	393	upstream	393	CAPN14
chr2	31457553	31457792	240	*	X093343	440854	31395922	31456724	60803	-	828	upstream	828	CAPN14
chr2	31457808	31457912	105	*	X093344	440854	31395922	31456724	60803	-	1083	upstream	1083	CAPN14
chr2	31805914	31806228	315	*	X093372	6716	31749656	31806040	56385	-	0	overlapStart	0	SRD5A2
chr2	31806274	31806618	345	*	X093373	6716	31749656	31806040	56385	-	233	upstream	233	SRD5A2
chr2	31806679	31806813	135	*	X093374	6716	31749656	31806040	56385	-	638	upstream	638	SRD5A2
chr2	31806904	31807308	405	*	X093375	6716	31749656	31806040	56385	-	863	upstream	863	SRD5A2
chr2	31807684	31807710	27	*	X093376	6716	31749656	31806040	56385	-	1643	upstream	1643	SRD5A2
chr2	33152104	33152228	125	*	X093391	100271832	33152194	33171202	19009	+	0	overlapStart	0	NA
chr2	36583399	36583578	180	*	X093408	51232	36583370	36778278	194909	+	0	inside	28	CRIM1
chr2	36583399	36583578	180	*	X093408	100288911	36581892	36582713	822	-	685	upstream	685	CRIM1-DT
chr2	36583642	36583926	285	*	X093409	51232	36583370	36778278	194909	+	0	inside	271	CRIM1
chr2	36583642	36583926	285	*	X093409	100288911	36581892	36582713	822	-	928	upstream	928	CRIM1-DT
chr2	36583969	36584193	225	*	X093410	100288911	36581892	36582713	822	-	1255	upstream	1255	CRIM1-DT
chr2	36584404	36584553	150	*	X093411	100288911	36581892	36582713	822	-	1690	upstream	1690	CRIM1-DT
chr2	37571324	37571458	135	*	X093439	25797	37571753	37600465	28713	+	294	upstream	294	QPCT
chr2	37572040	37572493	454	*	X093440	25797	37571753	37600465	28713	+	0	inside	286	QPCT
chr2	37899630	37899705	76	*	X093446	10602	37869025	37899678	30654	-	0	overlapStart	0	CDC42EP3
chr2	37899822	37899971	150	*	X093447	10602	37869025	37899678	30654	-	143	upstream	143	CDC42EP3
chr2	38265116	38265265	150	*	X093462	101410544	38177477	38263484	86008	-	1631	upstream	1631	RMDN2-AS1
chr2	39891843	39891977	135	*	X093511	130733	39892638	39945104	52467	+	660	upstream	660	TMEM178A
chr2	39892525	39892696	172	*	X093512	130733	39892638	39945104	52467	+	0	overlapStart	0	TMEM178A
chr2	42181293	42181328	36	*	X093541	400950	42162508	42180943	18436	-	349	upstream	349	LINC02898
chr2	42274072	42274227	156	*	X093569	91461	42275161	42285668	10508	+	933	upstream	933	PKDCC
chr2	42274420	42274751	332	*	X093570	91461	42275161	42285668	10508	+	409	upstream	409	PKDCC
chr2	42595945	42596124	180	*	X093619	9167	42577645	42596150	18506	-	0	inside	25	COX7A2L
chr2	42721624	42721788	165	*	X093636	57504	42721709	42984086	262378	+	0	overlapStart	0	MTA3
chr2	42721624	42721788	165	*	X093636	170850	42669157	42721237	52081	-	386	upstream	386	KCNG3
chr2	42721864	42721983	120	*	X093637	57504	42721709	42984086	262378	+	0	inside	154	MTA3
chr2	42721864	42721983	120	*	X093637	170850	42669157	42721237	52081	-	626	upstream	626	KCNG3
chr2	42722183	42722218	36	*	X093638	170850	42669157	42721237	52081	-	945	upstream	945	KCNG3
chr2	42991072	42991131	60	*	X093666	165140	42989639	42991401	1763	-	0	inside	269	OXER1
chr2	42991490	42991671	182	*	X093667	165140	42989639	42991401	1763	-	88	upstream	88	OXER1
chr2	44065064	44065228	165	*	X093686	64241	44066103	44105605	39503	+	874	upstream	874	ABCG8
chr2	44066264	44066314	51	*	X093687	64241	44066103	44105605	39503	+	0	inside	160	ABCG8
chr2	44066264	44066314	51	*	X093687	64240	44039611	44066004	26394	-	259	upstream	259	ABCG5
chr2	44066822	44066833	12	*	X093688	64240	44039611	44066004	26394	-	817	upstream	817	ABCG5
chr2	44067149	44067268	120	*	X093689	64240	44039611	44066004	26394	-	1144	upstream	1144	ABCG5
chr2	44067809	44067943	135	*	X093690	64240	44039611	44066004	26394	-	1804	upstream	1804	ABCG5
chr2	45167626	45167730	105	*	X093824	6496	45169037	45173216	4180	+	1306	upstream	1306	SIX3
chr2	45168046	45168240	195	*	X093825	6496	45169037	45173216	4180	+	796	upstream	796	SIX3
chr2	45168571	45168722	152	*	X093826	6496	45169037	45173216	4180	+	314	upstream	314	SIX3
chr2	45168859	45169188	330	*	X093827	6496	45169037	45173216	4180	+	0	overlapStart	0	SIX3
chr2	45236179	45236328	150	*	X093880	10736	45232324	45236542	4219	-	0	inside	213	SIX2
chr2	45236358	45236567	210	*	X093881	10736	45232324	45236542	4219	-	0	overlapStart	0	SIX2
chr2	45236848	45237257	410	*	X093882	10736	45232324	45236542	4219	-	305	upstream	305	SIX2
chr2	45237290	45237437	148	*	X093883	10736	45232324	45236542	4219	-	747	upstream	747	SIX2
chr2	45237620	45237844	225	*	X093884	10736	45232324	45236542	4219	-	1077	upstream	1077	SIX2
chr2	45483839	45483973	135	*	X093945	400952	45401480	45482080	80601	-	1758	upstream	1758	LINC01121
chr2	45877153	45877272	120	*	X094008	5581	45879043	46415129	536087	+	1770	upstream	1770	PRKCE
chr2	45879162	45879253	92	*	X094009	5581	45879043	46415129	536087	+	0	inside	118	PRKCE
chr2	47043454	47043603	150	*	X094225	388948	47043807	47049799	5993	+	203	upstream	203	LINC01118
chr2	47043684	47043803	120	*	X094226	388948	47043807	47049799	5993	+	3	upstream	3	LINC01118
chr2	47053207	47053326	120	*	X094235	100134259	47055003	47086145	31143	+	1676	upstream	1676	LINC01119
chr2	47053762	47053896	135	*	X094236	100134259	47055003	47086145	31143	+	1106	upstream	1106	LINC01119
chr2	47054248	47054367	120	*	X094237	100134259	47055003	47086145	31143	+	635	upstream	635	LINC01119
chr2	47055262	47055402	141	*	X094238	100134259	47055003	47086145	31143	+	0	inside	258	LINC01119
chr2	47798214	47798282	69	*	X094291	56660	47747915	47797470	49556	-	743	upstream	743	KCNK12
chr2	47798614	47798793	180	*	X094292	56660	47747915	47797470	49556	-	1143	upstream	1143	KCNK12
chr2	47798808	47799108	301	*	X094293	56660	47747915	47797470	49556	-	1337	upstream	1337	KCNK12
chr2	47799289	47799408	120	*	X094294	56660	47747915	47797470	49556	-	1818	upstream	1818	KCNK12
chr2	48982527	48982751	225	*	X094377	3973	48913913	48982880	68968	-	0	inside	128	LHCGR
chr2	48982785	48982893	109	*	X094378	3973	48913913	48982880	68968	-	0	overlapStart	0	LHCGR
chr2	54682189	54682281	93	*	X094393	6711	54683454	54898583	215130	+	1172	upstream	1172	SPTBN1
chr2	54682657	54682776	120	*	X094394	6711	54683454	54898583	215130	+	677	upstream	677	SPTBN1
chr2	54682972	54683106	135	*	X094395	6711	54683454	54898583	215130	+	347	upstream	347	SPTBN1
chr2	54683182	54683257	76	*	X094396	6711	54683454	54898583	215130	+	196	upstream	196	SPTBN1
chr2	54952135	54952674	540	*	X094415	400954	54952149	55199156	247008	+	0	overlapStart	0	EML6
chr2	56150870	56151133	264	*	X094456	2202	56093097	56151298	58202	-	0	inside	164	EFEMP1
chr2	60781125	60781319	195	*	X094530	53335	60678302	60780633	102332	-	491	upstream	491	BCL11A
chr2	60781416	60781685	270	*	X094531	53335	60678302	60780633	102332	-	782	upstream	782	BCL11A
chr2	60782280	60782414	135	*	X094532	53335	60678302	60780633	102332	-	1646	upstream	1646	BCL11A
chr2	60782481	60782774	294	*	X094533	53335	60678302	60780633	102332	-	1847	upstream	1847	BCL11A
chr2	64680890	64681068	179	*	X094689	29094	64681327	64688517	7191	+	258	upstream	258	LGALSL
